A,B,C,D,E,F,G,H,X,Y
5,33,862,3448,20,78,601734,86220,0,5
40,238,983,3932,24,45,732135,98324,0,40
77,465,281,1125,17,6,533118,28117,0,77
78,471,876,3502,75,18,2273454,87675,0,78
26,158,220,882,70,88,2108064,22070,0,26
85,513,128,514,44,86,1345758,12844,0,85
97,580,306,1226,89,50,2699250,30689,0,97
42,254,644,2575,58,21,1752663,64458,0,42
56,338,138,550,63,21,1906863,13863,0,56
90,541,463,1851,86,63,2607189,46386,0,90
75,450,402,1606,24,96,742788,40224,0,75
91,548,769,3075,48,21,1467363,76948,0,91
4,26,668,2674,88,86,2641458,66888,0,4
24,141,824,3297,85,86,2557458,82485,0,24
48,288,688,2751,87,56,2624568,68887,0,48
80,483,42,170,86,71,2604213,4286,0,80
10,60,891,3565,14,44,423132,89114,0,10
46,277,579,2317,53,37,1603911,57953,0,46
6,38,815,3259,86,76,2582028,81586,0,6
46,279,541,2166,25,81,764043,54125,0,46
22,130,839,3356,66,99,1986897,83966,0,22
30,182,688,2751,29,61,879183,68829,0,30
63,376,450,1798,18,5,558915,45018,0,63
91,544,835,3338,79,16,2397348,83579,0,91
82,493,347,1388,11,75,354825,34711,0,82
39,237,774,3094,52,72,1571916,77452,0,39
52,309,797,3187,74,55,2235765,79774,0,52
91,546,392,1568,1,15,57345,39201,0,91
92,553,988,3952,45,24,1377672,98845,0,92
59,357,120,482,70,21,2117763,12070,0,59
18,105,831,3326,94,99,2825697,83194,0,18
2,15,65,261,39,6,1170618,6539,0,2
41,249,500,2002,71,33,2142399,50071,0,41
40,242,824,3297,31,15,942045,82431,0,40
12,71,702,2807,97,64,2913792,70297,0,12
18,109,497,1986,42,98,1265694,49742,0,18
47,283,830,3319,44,82,1334346,83044,0,47
77,461,232,926,5,50,173250,23205,0,77
92,550,659,2638,1,97,57891,65901,0,92
66,398,37,149,63,26,1909878,3763,0,66
85,509,538,2150,16,56,505668,53816,0,85
97,580,638,2550,31,82,959346,63831,0,97
62,375,448,1793,38,21,1158663,44838,0,62
58,346,552,2206,20,30,617490,55220,0,58
46,274,131,526,83,6,2503818,13183,0,46
11,63,711,2845,44,0,1323300,71144,0,11
36,216,311,1245,6,51,190953,31106,0,36
81,485,808,3230,39,6,1194318,80839,0,81
46,279,526,2105,72,61,2173983,52672,0,46
90,543,848,3394,40,73,1227219,84840,0,90
92,555,180,719,1,95,57885,18001,0,92
68,406,859,3438,20,18,620454,85920,0,68
41,248,549,2195,88,68,2652504,54988,0,41
78,465,912,3646,34,97,1043691,91234,0,78
49,295,77,306,57,42,1724826,7757,0,49
87,520,427,1709,96,71,2906313,42796,0,87
25,147,637,2547,54,85,1627755,63754,0,25
52,313,569,2275,23,33,705699,56923,0,52
19,117,344,1374,71,18,2135754,34471,0,19
67,405,369,1475,37,65,1130295,36937,0,67
18,111,348,1390,89,23,2675469,34889,0,18
85,507,512,2047,86,80,2605740,51286,0,85
28,169,317,1266,33,1,998403,31733,0,28
52,312,313,1254,60,72,1815816,31360,0,52
75,453,254,1015,49,81,1492743,25449,0,75
15,88,490,1961,9,20,274560,49009,0,15
54,322,381,1525,31,27,946281,38131,0,54
87,523,122,486,72,8,2186124,12272,0,87
64,386,266,1064,7,91,229473,26607,0,64
8,47,961,3843,47,75,1412625,96147,0,8
10,60,554,2216,75,41,2253123,55475,0,10
36,214,592,2368,60,94,1811082,59260,0,36
55,333,560,2242,44,15,1336545,56044,0,55
73,436,447,1786,12,56,382068,44712,0,73
87,520,921,3683,83,97,2516391,92183,0,87
94,563,781,3126,54,31,1648293,78154,0,94
74,444,813,3250,85,30,2572290,81385,0,74
28,171,98,390,85,23,2558469,9885,0,28
54,326,677,2707,34,38,1036314,67734,0,54
71,424,460,1838,47,81,1431543,46047,0,71
13,76,434,1735,82,84,2464152,43482,0,13
95,573,8,34,1,91,58773,801,0,95
70,419,974,3894,67,84,2031252,97467,0,70
20,122,727,2908,77,96,2316288,72777,0,20
98,585,409,1636,84,8,2549424,40984,0,98
14,82,789,3155,68,35,2044305,78968,0,14
28,170,369,1474,12,44,368532,36912,0,28
76,454,852,3406,68,69,2063007,85268,0,76
82,494,160,640,9,36,294708,16009,0,82
27,165,10,41,29,14,878142,1029,0,27
45,271,545,2182,79,13,2383539,54579,0,45
15,87,99,397,22,19,664557,9922,0,15
34,202,563,2253,32,36,970308,56332,0,34
40,237,271,1082,87,64,2622192,27187,0,40
0,1,734,2934,54,76,1620228,73454,0,0
49,291,763,3053,9,99,284997,76309,0,49
24,141,525,2101,50,21,1507263,52550,0,24
60,361,332,1329,41,69,1248207,33241,0,60
17,105,948,3791,92,16,2765148,94892,0,17
1,6,997,3987,26,52,780456,99726,0,1
72,434,743,2970,24,96,741888,74324,0,72
98,587,148,592,51,75,1559625,14851,0,98
13,76,7,28,18,76,544128,718,0,13
96,573,432,1727,2,80,89040,43202,0,96
83,496,708,2834,89,95,2695185,70889,0,83
4,25,554,2216,94,25,2821275,55494,0,4
26,154,453,1811,84,35,2527905,45384,0,26
51,306,949,3794,30,55,915465,94930,0,51
51,309,979,3917,48,69,1455507,97948,0,51
86,518,456,1823,35,37,1075911,45635,0,86
96,578,820,3279,4,58,148974,82004,0,96
18,106,534,2136,48,26,1445478,53448,0,18
4,26,342,1368,0,69,1407,34200,0,4
56,336,693,2772,8,87,257061,69308,0,56
57,342,485,1940,2,30,77190,48502,0,57
2,9,618,2470,20,67,600801,61820,0,2
68,411,386,1543,47,84,1430652,38647,0,68
29,175,391,1566,43,95,1298985,39143,0,29
35,211,264,1055,5,33,160599,26405,0,35
43,258,716,2862,89,38,2683014,71689,0,43
24,144,367,1470,68,99,2047497,36768,0,24
34,207,889,3558,14,94,430482,88914,0,34
19,116,769,3077,72,2,2165706,76972,0,19
60,361,989,3956,38,72,1158216,98938,0,60
16,95,266,1066,2,6,64818,26602,0,16
63,380,726,2905,14,80,439140,72614,0,63
12,72,43,171,34,10,1023630,4334,0,12
31,185,446,1782,70,7,2109321,44670,0,31
33,197,368,1474,91,62,2740086,36891,0,33
76,457,726,2903,65,80,1973040,72665,0,76
95,569,580,2320,38,21,1168563,58038,0,95
48,290,586,2346,39,30,1184490,58639,0,48
90,538,981,3924,14,45,447135,98114,0,90
51,308,335,1339,64,74,1935522,33564,0,51
91,549,801,3203,43,81,1317543,80143,0,91
41,248,346,1382,63,53,1902459,34663,0,41
63,378,606,2424,88,8,2658924,60688,0,63
46,274,111,442,77,69,2324007,11177,0,46
3,17,683,2732,99,85,2971155,68399,0,3
53,319,307,1229,58,96,1756188,30758,0,53
89,533,628,2513,63,32,1916796,62863,0,89
38,225,201,802,14,81,431643,20114,0,38
80,480,930,3718,23,77,714231,93023,0,80
44,267,397,1590,19,15,583245,39719,0,44
90,543,634,2536,98,85,2967255,63498,0,90
68,408,558,2233,92,95,2780685,55892,0,68
28,171,312,1248,7,65,218595,31207,0,28
44,266,988,3950,99,77,2983431,98899,0,44
86,516,952,3810,99,60,2995980,95299,0,86
34,206,894,3577,18,81,550443,89418,0,34
40,239,88,351,86,16,2592048,8886,0,40
43,257,924,3694,32,86,973158,92432,0,43
73,440,519,2075,11,27,351981,51911,0,73
70,422,22,86,6,85,201255,2206,0,70
20,121,696,2782,41,55,1236165,69641,0,20
92,555,824,3294,95,82,2877846,82495,0,92
51,309,287,1150,25,73,765519,28725,0,51
11,67,843,3370,86,92,2583576,84386,0,11
9,54,668,2671,32,48,962844,66832,0,9
68,409,299,1195,38,59,1160577,29938,0,68
63,378,727,2908,30,35,919005,72730,0,63
18,109,608,2432,78,72,2345616,60878,0,18
29,175,765,3061,67,48,2018844,76567,0,29
87,519,570,2282,29,33,896199,57029,0,87
41,245,437,1750,5,13,162339,43705,0,41
81,485,403,1612,80,54,2424462,40380,0,81
31,188,346,1384,85,27,2559381,34685,0,31
14,83,425,1698,1,57,34371,42501,0,14
70,419,463,1850,46,45,1401135,46346,0,70
92,555,830,3321,47,73,1437819,83047,0,92
46,278,333,1330,99,39,2983917,33399,0,46
74,444,549,2195,75,72,2272416,54975,0,74
88,528,960,3839,70,26,2126478,96070,0,88
45,268,853,3414,37,44,1123632,85337,0,45
29,173,128,510,71,53,2138859,12871,0,29
21,128,249,996,27,1,816303,24927,0,21
3,19,278,1111,98,84,2941152,27898,0,3
57,339,515,2060,69,21,2087163,51569,0,57
57,341,832,3327,94,61,2837283,83294,0,57
55,330,205,821,91,64,2746692,20591,0,55
29,173,547,2189,19,27,578781,54719,0,29
31,183,186,746,50,50,1509450,18650,0,31
26,159,330,1320,48,28,1447884,33048,0,26
41,247,747,2989,42,96,1272588,74742,0,41
66,394,306,1225,15,56,469968,30615,0,66
18,105,481,1924,48,7,1445421,48148,0,18
26,155,854,3416,37,50,1117950,85437,0,26
86,516,443,1774,58,99,1766097,44358,0,86
41,245,268,1073,7,15,222345,26807,0,41
82,494,232,926,17,85,534855,23217,0,82
8,47,961,3842,26,27,782481,96126,0,8
82,493,321,1284,3,97,114891,32103,0,82
47,283,131,523,18,14,554142,13118,0,47
59,353,402,1606,12,2,377706,40212,0,59
94,567,303,1212,60,35,1828305,30360,0,94
15,89,77,310,86,51,2584653,7786,0,15
77,463,70,282,77,81,2333343,7077,0,77
50,298,177,706,41,17,1245051,17741,0,50
56,335,744,2977,48,80,1457040,74448,0,56
47,284,355,1422,69,84,2084352,35569,0,47
79,471,142,566,8,19,263757,14208,0,79
48,286,448,1792,96,52,2894556,44896,0,48
10,62,201,805,15,91,453273,20115,0,10
31,186,51,205,21,68,639504,5121,0,31
16,99,752,3008,47,25,1414875,75247,0,16
14,87,108,430,13,36,394308,10813,0,14
68,405,462,1850,77,68,2330604,46277,0,68
53,315,427,1708,31,48,946044,42731,0,53
45,267,363,1451,32,1,973503,36332,0,45
94,564,268,1072,83,4,2518212,26883,0,94
5,29,501,2005,66,62,1981686,50166,0,5
98,591,387,1548,4,33,149499,38704,0,98
23,137,652,2608,91,81,2737143,65291,0,23
9,53,491,1966,64,13,1922739,49164,0,9
74,441,710,2842,10,27,322281,71010,0,74
44,264,522,2086,28,66,853398,52228,0,44
1,7,767,3069,48,1,1440303,76748,0,1
96,578,131,524,32,45,988935,13132,0,96
24,141,778,3114,99,73,2977419,77899,0,24
78,465,831,3322,17,4,533412,83117,0,78
21,128,48,190,14,65,426495,4814,0,21
87,524,139,555,93,94,2816382,13993,0,87
74,442,666,2664,21,6,652218,66621,0,74
83,498,113,454,65,7,1974921,11365,0,83
70,420,227,907,51,91,1551273,22751,0,70
29,175,324,1296,55,93,1658979,32455,0,29
66,396,537,2147,85,0,2569800,53785,0,66
98,586,682,2728,52,98,1589694,68252,0,98
8,46,809,3237,68,56,2042568,80968,0,8
13,76,584,2335,9,15,273945,58409,0,13
17,105,28,110,44,91,1325373,2844,0,17
63,376,120,479,55,34,1669002,12055,0,63
99,596,859,3437,65,21,1979763,85965,0,99
25,150,187,747,51,98,1537794,18751,0,25
1,8,96,383,18,50,540450,9618,0,1
94,562,942,3768,36,28,1108284,94236,0,94
68,411,443,1770,40,65,1220595,44340,0,68
30,182,534,2137,78,20,2349060,53478,0,30
15,88,675,2699,70,92,2104776,67570,0,15
69,412,259,1036,79,31,2390793,25979,0,69
4,23,864,3455,7,85,211455,86407,0,4
16,96,545,2178,71,89,2135067,54571,0,16
33,199,551,2203,35,57,1060071,55135,0,33
69,412,873,3494,20,81,620943,87320,0,69
80,480,410,1640,55,15,1674045,41055,0,80
32,191,977,3909,59,67,1779801,97759,0,32
27,161,340,1361,21,96,638388,34021,0,27
12,73,952,3808,63,2,1893606,95263,0,12
22,130,527,2110,46,62,1386786,52746,0,22
23,141,858,3430,92,90,2767170,85892,0,23
69,412,318,1271,1,47,50841,31801,0,69
40,239,955,3820,65,4,1962012,95565,0,40
19,114,972,3890,13,66,395898,97213,0,19
67,402,990,3961,19,43,590229,99019,0,67
65,392,758,3034,21,0,649500,75821,0,65
5,32,570,2280,96,54,2881662,57096,0,5
12,73,784,3135,43,75,1293825,78443,0,12
94,564,78,314,59,9,1798227,7859,0,94
36,215,124,498,49,98,1481094,12449,0,36
63,377,945,3780,77,19,2328957,94577,0,63
35,210,852,3410,43,15,1300545,85243,0,35
57,342,495,1981,67,90,2027370,49567,0,57
62,370,925,3702,25,4,768612,92525,0,62
13,76,609,2434,18,86,544158,60918,0,13
57,339,183,730,25,24,767172,18325,0,57
51,307,64,258,46,36,1395408,6446,0,51
77,465,673,2692,61,92,1853376,67361,0,77
63,379,566,2265,66,55,1999065,56666,0,63
42,253,745,2978,91,19,2742657,74591,0,42
1,4,643,2570,61,13,1830339,64361,0,1
79,476,673,2694,56,88,1703964,67356,0,79
74,443,744,2975,5,4,172212,74405,0,74
69,413,110,438,42,3,1280709,11042,0,69
12,70,562,2249,19,86,573858,56219,0,12
33,201,294,1175,51,36,1540008,29451,0,33
48,285,445,1781,98,61,2954583,44598,0,48
66,395,541,2165,7,53,229959,54107,0,66
43,257,452,1806,27,63,823089,45227,0,43
8,49,796,3184,70,39,2102517,79670,0,8
31,183,38,154,83,88,2499564,3883,0,31
39,235,865,3459,87,57,2621871,86587,0,39
55,333,807,3226,40,70,1216710,80740,0,55
14,82,400,1602,54,39,1624317,40054,0,14
46,279,0,-1,20,37,613911,20,0,46
4,23,119,475,56,52,1681356,11956,0,4
59,353,311,1246,22,73,677919,31122,0,59
22,132,607,2427,55,55,1656765,60755,0,22
30,178,493,1973,22,14,669042,49322,0,30
32,190,456,1824,98,90,2949870,45698,0,32
58,347,464,1857,2,46,77538,46402,0,58
31,189,265,1062,95,60,2859480,26595,0,31
82,491,876,3503,32,85,984855,87632,0,82
97,581,601,2404,78,66,2369298,60178,0,97
67,403,888,3553,45,0,1370100,88845,0,67
96,577,557,2230,73,87,2219061,55773,0,96
3,20,470,1880,49,1,1470903,47049,0,3
57,345,337,1349,87,52,2627256,33787,0,57
98,586,656,2623,99,25,2999475,65699,0,98
77,464,598,2390,88,5,2663115,59888,0,77
65,389,410,1638,56,19,1699557,41056,0,65
71,429,643,2573,86,91,2601573,64386,0,71
78,465,283,1130,10,81,323643,28310,0,78
31,185,822,3288,58,75,1749525,82258,0,31
71,427,179,717,38,65,1161495,17938,0,71
64,387,780,3120,29,68,889404,78029,0,64
69,415,863,3454,52,50,1580850,86352,0,69
91,543,585,2341,97,0,2937300,58597,0,91
93,557,567,2267,0,32,27996,56700,0,93
24,145,430,1720,95,86,2857458,43095,0,24
89,533,596,2382,34,37,1046811,59634,0,89
34,205,277,1110,28,52,850356,27728,0,34
60,360,915,3659,66,58,1998174,91566,0,60
24,144,645,2578,71,47,2137341,64571,0,24
11,63,915,3659,52,46,1563438,91552,0,11
64,384,497,1989,8,23,259269,49708,0,64
91,545,365,1462,56,97,1707591,36556,0,91
79,471,73,292,72,27,2183781,7372,0,79
35,211,112,450,51,15,1540545,11251,0,35
99,597,507,2027,48,98,1469994,50748,0,99
12,69,674,2694,67,6,2013618,67467,0,12
83,498,485,1941,38,75,1165125,48538,0,83
90,538,466,1863,79,41,2397123,46679,0,90
5,30,702,2806,2,24,61572,70202,0,5
91,547,697,2790,93,98,2817594,69793,0,91
6,36,264,1055,74,80,2222040,26474,0,6
90,543,450,1802,16,29,507087,45016,0,90
92,554,506,2022,96,64,2907792,50696,0,92
54,323,22,86,34,48,1036344,2234,0,54
26,156,593,2372,98,44,2947932,59398,0,26
10,61,489,1957,89,66,2673198,48989,0,10
14,85,613,2451,30,50,904350,61330,0,14
8,50,251,1003,79,78,2372634,25179,0,8
75,450,552,2209,21,80,652740,55221,0,75
79,477,247,988,98,18,2963754,24798,0,79
82,494,883,3530,6,99,204897,88306,0,82
53,316,691,2765,71,91,2146173,69171,0,53
41,245,210,838,74,80,2232540,21074,0,41
98,590,481,1923,2,62,89586,48102,0,98
51,307,362,1449,1,94,45582,36201,0,51
68,409,456,1822,69,72,2090616,45669,0,68
20,121,268,1071,29,3,876009,26829,0,20
18,110,33,130,39,45,1175535,3339,0,18
50,297,216,866,10,91,315273,21610,0,50
49,293,480,1919,31,87,944961,48031,0,49
2,15,155,620,37,15,1110645,15537,0,2
16,99,140,560,31,53,934959,14031,0,16
93,556,857,3430,21,14,657942,85721,0,93
14,87,131,523,75,13,2254239,13175,0,14
7,45,387,1547,47,60,1412280,38747,0,7
72,431,200,799,22,17,681651,20022,0,72
61,365,219,874,79,53,2388459,21979,0,61
47,279,344,1378,70,32,2114196,34470,0,47
86,514,998,3990,32,83,986049,99832,0,86
26,157,164,658,11,97,338091,16411,0,26
65,388,795,3180,59,1,1789503,79559,0,65
1,5,848,3392,92,52,2760456,84892,0,1
14,83,711,2845,66,66,1984398,71166,0,14
50,297,204,817,53,39,1605117,20453,0,50
85,509,517,2067,45,19,1375557,51745,0,85
22,132,578,2310,25,72,756816,57825,0,22
54,322,184,736,66,89,1996467,18466,0,54
74,444,653,2613,51,57,1552371,65351,0,74
82,495,775,3099,98,25,2964675,77598,0,82
18,107,544,2175,85,57,2555571,54485,0,18
90,541,696,2782,45,91,1377273,69645,0,90
98,589,733,2933,40,64,1229592,73340,0,98
69,411,544,2177,0,91,20973,54400,0,69
95,570,9,37,83,70,2518710,983,0,95
4,21,552,2206,53,14,1591242,55253,0,4
90,540,238,953,37,16,1137048,23837,0,90
64,387,799,3196,16,96,499488,79916,0,64
88,528,544,2177,94,91,2846673,54494,0,88
20,119,215,861,90,60,2706180,21590,0,20
60,362,724,2898,26,64,798192,72426,0,60
19,111,438,1753,35,32,1055796,43835,0,19
31,185,301,1205,83,58,2499474,30183,0,31
61,364,732,2926,93,87,2808561,73293,0,61
22,131,932,3729,18,91,546873,93218,0,22
28,165,807,3226,93,64,2798592,80793,0,28
66,398,362,1450,23,37,709911,36223,0,66
1,8,652,2607,71,51,2130453,65271,0,1
50,302,327,1306,5,48,165144,32705,0,50
86,513,895,3582,20,31,625893,89520,0,86
89,535,728,2912,5,66,176898,72805,0,89
98,587,476,1903,40,85,1229655,47640,0,98
10,60,359,1436,6,23,183069,35906,0,10
52,312,378,1514,47,11,1425633,37847,0,52
1,4,218,870,7,73,210519,21807,0,1
0,-2,624,2496,17,91,510273,62417,0,0
6,33,584,2334,49,52,1471956,58449,0,6
7,44,798,3194,99,56,2972268,79899,0,7
37,224,121,483,35,68,1061304,12135,0,37
40,241,389,1554,24,54,732162,38924,0,40
88,529,794,3174,54,72,1646616,79454,0,88
81,484,452,1809,49,76,1494528,45249,0,81
18,108,194,778,5,8,155424,19405,0,18
99,597,731,2926,93,55,2819865,73193,0,99
60,361,278,1110,28,13,858039,27828,0,60
12,75,724,2896,42,11,1263633,72442,0,12
95,572,461,1842,96,2,2908506,46196,0,95
90,538,151,603,10,66,327198,15110,0,90
38,226,447,1788,55,35,1661505,44755,0,38
50,297,457,1828,93,64,2805192,45793,0,50
52,310,942,3768,69,59,2085777,94269,0,52
28,165,400,1602,74,8,2228424,40074,0,28
22,131,339,1357,98,25,2946675,33998,0,22
47,281,228,912,40,12,1214136,22840,0,47
33,199,705,2822,22,72,670116,70522,0,33
80,478,367,1467,65,43,1974129,36765,0,80
38,226,833,3331,14,37,431511,83314,0,38
45,270,757,3029,3,37,103611,75703,0,45
6,36,105,419,61,85,1832055,10561,0,6
38,230,892,3567,14,99,431697,89214,0,38
16,95,189,756,83,30,2494890,18983,0,16
39,237,150,601,73,6,2201718,15073,0,39
53,320,953,3814,64,65,1936095,95364,0,53
11,68,286,1146,40,2,1203306,28640,0,11
69,413,177,708,80,61,2420883,17780,0,69
4,26,897,3586,80,14,2401242,89780,0,4
76,458,678,2712,44,75,1343025,67844,0,76
91,545,650,2602,72,95,2187585,65072,0,91
79,474,965,3862,41,7,1253721,96541,0,79
23,139,181,725,62,76,1867128,18162,0,23
42,253,164,658,43,39,1302717,16443,0,42
18,105,376,1504,43,60,1295580,37643,0,18
79,477,514,2058,25,19,773757,51425,0,79
17,104,788,3153,20,81,605343,78820,0,17
44,267,320,1281,18,75,553425,32018,0,44
97,585,586,2345,23,73,719319,58623,0,97
20,117,131,526,44,15,1326045,13144,0,20
6,35,201,802,77,39,2311917,20177,0,6
87,523,670,2678,48,62,1466286,67048,0,87
4,23,630,2522,33,81,991443,63033,0,4
47,279,981,3923,89,83,2684349,98189,0,47
23,138,904,3615,64,60,1927080,90464,0,23
20,121,979,3917,19,9,576027,97919,0,20
23,136,221,883,78,3,2346909,22178,0,23
12,71,424,1697,53,40,1593720,42453,0,12
96,578,805,3222,68,53,2068959,80568,0,96
2,13,925,3702,82,5,2460615,92582,0,2
83,497,404,1614,24,76,745128,40424,0,83
9,53,573,2293,73,62,2192886,57373,0,9
89,537,353,1412,98,1,2966703,35398,0,89
73,439,553,2214,40,1,1221903,55340,0,73
26,154,171,686,31,36,937908,17131,0,26
66,398,282,1127,13,38,409914,28213,0,66
54,322,993,3973,11,2,346206,99311,0,54
39,237,212,849,55,29,1661787,21255,0,39
3,16,916,3664,23,65,691095,91623,0,3
69,412,235,942,10,61,320883,23510,0,69
79,473,809,3234,6,74,203922,80906,0,79
45,272,782,3129,43,38,1303614,78243,0,45
91,545,638,2550,57,80,1737540,63857,0,91
84,501,59,237,14,29,445287,5914,0,84
17,105,730,2919,84,29,2525187,73084,0,17
43,256,819,3274,45,0,1362900,81945,0,43
28,168,665,2658,40,74,1208622,66540,0,28
34,205,508,2032,28,4,850212,50828,0,34
14,83,239,957,12,66,364398,23912,0,14
30,181,795,3181,83,65,2499195,79583,0,30
4,27,924,3698,56,41,1681323,92456,0,4
26,153,410,1641,45,38,1357914,41045,0,26
80,478,981,3923,54,51,1644153,98154,0,80
17,103,628,2511,65,75,1955325,62865,0,17
94,561,805,3218,96,51,2908353,80596,0,94
15,93,734,2935,81,25,2434575,73481,0,15
4,27,251,1004,96,90,2881470,25196,0,4
71,426,967,3866,64,0,1941300,96764,0,71
31,186,817,3267,53,30,1599390,81753,0,31
29,174,161,644,35,82,1058946,16135,0,29
5,29,8,34,6,40,181620,806,0,5
25,152,720,2881,67,45,2017635,72067,0,25
7,39,76,306,81,62,2432286,7681,0,7
49,292,975,3902,61,14,1844742,97561,0,49
19,117,860,3442,61,32,1835796,86061,0,19
36,217,185,739,49,20,1480860,18549,0,36
98,591,522,2086,53,28,1619484,52253,0,98
39,235,582,2329,77,33,2321799,58277,0,39
74,442,897,3587,6,5,202215,89706,0,74
52,315,528,2114,97,2,2925606,52897,0,52
49,292,671,2685,82,95,2474985,67182,0,49
62,370,174,698,78,7,2358621,17478,0,62
14,84,418,1670,66,68,1984404,41866,0,14
53,318,295,1178,13,40,406020,29513,0,53
5,33,11,43,4,80,121740,1104,0,5
92,552,290,1162,26,64,807792,29026,0,92
54,321,132,529,17,96,526488,13217,0,54
73,439,797,3187,47,44,1432032,79747,0,73
75,452,433,1730,95,13,2872539,43395,0,75
59,352,423,1691,79,45,2387835,42379,0,59
22,132,572,2290,63,94,1896882,57263,0,22
77,460,635,2540,83,15,2513145,63583,0,77
9,57,682,2730,11,90,332970,68211,0,9
45,270,645,2581,80,36,2413608,64580,0,45
64,384,233,932,75,7,2269221,23375,0,64
47,281,393,1572,12,41,374223,39312,0,47
27,159,309,1237,80,51,2408253,30980,0,27
29,171,92,369,31,96,938988,9231,0,29
64,383,228,914,21,29,649287,22821,0,64
61,365,665,2662,59,90,1788570,66559,0,61
47,284,825,3300,35,5,1064115,82535,0,47
71,423,144,574,63,38,1911414,14463,0,71
54,322,444,1778,41,14,1246242,44441,0,54
48,291,219,877,16,23,494469,21916,0,48
32,195,966,3864,14,24,429672,96614,0,32
91,543,351,1406,29,42,897426,35129,0,91
87,519,318,1270,83,83,2516349,31883,0,87
90,538,394,1577,21,11,657033,39421,0,90
67,405,480,1922,68,68,2060304,48068,0,67
89,531,937,3748,98,65,2966895,93798,0,89
9,57,724,2897,34,24,1022772,72434,0,9
78,470,758,3034,27,7,833421,75827,0,78
72,435,45,178,73,24,2211672,4573,0,72
98,589,656,2623,26,49,809547,65626,0,98
51,309,804,3215,8,10,255330,80408,0,51
20,120,971,3886,98,47,2946141,97198,0,20
9,54,625,2498,44,95,1322985,62544,0,9
62,373,651,2606,50,79,1518837,65150,0,62
10,63,76,304,12,78,363234,7612,0,10
86,515,642,2566,27,11,835833,64227,0,86
59,354,207,826,89,44,2687832,20789,0,59
45,272,469,1876,86,89,2593767,46986,0,45
22,132,637,2549,23,0,696600,63723,0,22
4,22,375,1500,83,89,2491467,37583,0,4
85,511,226,906,40,16,1225548,22640,0,85
7,40,3,13,74,19,2222157,374,0,7
15,89,821,3283,36,31,1084593,82136,0,15
1,5,386,1545,21,72,630516,38621,0,1
46,274,893,3571,92,6,2773818,89392,0,46
68,410,997,3989,23,68,710604,99723,0,68
80,480,33,133,85,96,2574288,3385,0,80
13,75,281,1125,83,25,2493975,28183,0,13
43,258,87,349,61,47,1843041,8761,0,43
12,72,604,2418,49,84,1473852,60449,0,12
43,255,810,3239,15,37,463011,81015,0,43
27,160,381,1525,62,85,1868355,38162,0,27
55,331,778,3113,74,39,2236617,77874,0,55
58,347,36,146,35,29,1067487,3635,0,58
54,322,78,313,72,76,2176428,7872,0,54
92,550,787,3150,72,34,2187702,78772,0,92
1,4,550,2202,93,23,2790369,55093,0,1
97,584,67,270,70,65,2129295,6770,0,97
72,435,570,2281,88,23,2661669,57088,0,72
1,7,590,2360,70,46,2100438,59070,0,1
84,505,352,1407,44,99,1345497,35244,0,84
3,21,371,1484,58,13,1740939,37158,0,3
62,369,127,509,19,21,588663,12719,0,62
75,447,778,3112,12,57,382671,77812,0,75
6,34,608,2434,49,26,1471878,60849,0,6
52,314,380,1518,87,23,2625669,38087,0,52
84,503,642,2568,67,33,2035299,64267,0,84
93,561,964,3858,73,49,2218047,96473,0,93
92,555,332,1330,40,48,1227744,33240,0,92
11,69,645,2582,9,93,273579,64509,0,11
62,372,520,2081,53,98,1608894,52053,0,62
73,441,464,1856,46,79,1402137,46446,0,73
41,243,734,2934,82,80,2472540,73482,0,41
57,344,291,1163,94,79,2837337,29194,0,57
14,84,1,5,53,32,1594296,153,0,14
31,188,330,1319,85,24,2559372,33085,0,31
99,595,733,2931,96,20,2909760,73396,0,99
35,211,419,1676,2,50,70650,41902,0,35
12,74,483,1932,15,85,453855,48315,0,12
20,121,240,960,63,18,1896054,24063,0,20
33,196,250,998,99,69,2980107,25099,0,33
45,272,180,722,23,81,703743,18023,0,45
73,436,570,2281,10,99,322197,57010,0,73
34,206,999,3994,78,85,2350455,99978,0,34
6,39,569,2277,27,26,811878,56927,0,6
74,447,160,639,94,31,2842293,16094,0,74
86,516,38,154,44,76,1346028,3844,0,86
25,149,189,757,42,13,1267539,18942,0,25
50,300,274,1096,29,83,885249,27429,0,50
57,340,636,2544,38,89,1157367,63638,0,57
21,125,925,3702,16,26,486378,92516,0,21
96,574,311,1243,42,97,1289091,31142,0,96
2,9,792,3168,90,53,2700759,79290,0,2
87,522,566,2266,3,59,116277,56603,0,87
62,371,322,1286,73,97,2208891,32273,0,62
49,292,596,2384,51,96,1544988,59651,0,49
57,339,289,1155,37,37,1127211,28937,0,57
79,471,518,2072,53,70,1613910,51853,0,79
45,267,302,1206,81,47,2443641,30281,0,45
94,563,736,2944,37,22,1138266,73637,0,94
14,83,343,1372,85,89,2554467,34385,0,14
40,241,207,830,44,44,1332132,20744,0,40
35,212,926,3705,51,71,1540713,92651,0,35
7,41,101,403,66,69,1982307,10166,0,7
42,251,814,3254,96,78,2892834,81496,0,42
87,521,727,2910,55,30,1676190,72755,0,87
82,490,260,1039,77,12,2334636,26077,0,82
39,237,311,1245,17,65,521895,31117,0,39
38,231,286,1146,42,84,1271652,28642,0,38
11,64,813,3250,41,85,1233555,81341,0,11
21,123,170,682,78,95,2346585,17078,0,21
59,351,718,2872,37,41,1127823,71837,0,59
